"current_path","classification","original_path","destination_applied","in_repo_now","active_consumer","referenced_by","requires_local_data","manuscript_relevant","safe_to_move","notes"
"Testing/audits/audit_hmm_state_architecture_temporal_components.R","data_dependent_audit","Testing/audit_hmm_state_architecture_temporal_components.R","Testing/audits/audit_hmm_state_architecture_temporal_components.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_temporal_components.R from repo root)","Testing/audit_first_night_domain_scores.R (L90 comment); Testing/audit_first_night_domain_scores_v2.R (L110 comment)","yes","indirect","yes_with_reference_updates","SECOND ROOT PRODUCER: writes hmm_architecture_temporal_epoch_metrics.csv (L94) and hmm_architecture_temporal_component_contrasts.csv (L93), consumed downstream by locomotion_dominance, qc_sensitivity and gap_aware. Repo root via hardcoded absolute setwd('C:/Users/topohl/Documents/GitHub/MMMSociability') at L6 followed by source('Analysis/_pipeline_setup.R') at L7 - the setwd makes the subsequent relative source() absolute in effect, so this is fully depth-independent. Data paths hardcoded absolute: OUT at L10 (getOption('mmm.audit_out', S:/...audit_hmm_state_architecture)), PROJ at L11; reads Stage 01 all_behavior_metrics.csv (L16) and Stage 08 hmm_state_assignments.csv (L54). Reference updates are COSMETIC ONLY - both referring files merely cite it in a comment as the estimator source. Must be run BEFORE locomotion_dominance, qc_sensitivity, gap_aware."
"Testing/audits/audit_inactive_phase_qc_redesign.R","data_dependent_audit","Testing/audit_inactive_phase_qc_redesign.R","Testing/audits/audit_inactive_phase_qc_redesign.R",TRUE,"none - standalone manual audit (newest of the set, commit 54d8757 'Audit the phase-aware inactive RFID QC redesign'); nothing sources it","none","yes","indirect","yes","Repo-root resolution: absolute setwd (line 27) + CWD-relative source (line 28) => depth-independent, SAFE. No self-path literal. READS S:: 12_systems_neuroscience_summary/5min_based/tables/qc_chip_loss_flags.csv and 03_derived_metrics/{5min,10min}_based/all_behavior_metrics.csv. WRITES TO S: three CSVs (inactive_qc_threshold_calibration.csv, inactive_qc_epoch_evidence.csv, inactive_qc_proposed_specification.csv) into a DEDICATED sibling dir <ST14>/audit_inactive_phase_qc/ - no collision with the first_night audit dir. Explicitly 'Read-only. Writes audit tables only; changes no production QC': it documents that Stage 14's chip-loss classifier (observed_fraction < 0.10, or < 0.25 with longest_gap_hours >= 4) is confounded with rest in the Inactive phase (median observed_fraction 0.149 Inactive vs 1.000 Active) and proposes a batch-x-system co-housing discriminator. Not superseded and not superseding anything; it is a standing, UNADOPTED proposal, so manuscript relevance is limited to qualifying inactive-phase QC flags. Outside the first-night lineage."
"Testing/audits/audit_phase_bug_impact.R","data_dependent_audit","Testing/audit_phase_bug_impact.R","Testing/audits/audit_phase_bug_impact.R",TRUE,"none - manual counterfactual run; cited only in a comment in the manuscript figure builder","manuscript/Fig1_behavior_candidates/build_fig1_candidates.R (line 278, comment)","yes","yes","yes_with_reference_updates","Directly cited by the manuscript staging script: manuscript/Fig1_behavior_candidates/build_fig1_candidates.R:277-278 ('See Testing/test_phase_classification.R and Testing/audit_phase_bug_impact.R.') justifying why the Stage 11/12-derived panels are marked blocked_pending_phase_classifier_fix_and_rerun in figure_manifest.csv - so this is the evidence record behind a manuscript figure-inclusion decision. That comment is the ONE cross-directory reference in the whole assigned set and must be updated on move (it is a comment, so nothing executes, but the manuscript audit trail would otherwise point at a non-existent path). Repo-root resolution: absolute setwd (line 7) + CWD-relative source (line 8) => depth-independent, SAFE. No THIS_SCRIPT literal. READS S:: 03_derived_metrics/{10min,5min}_based/all_behavior_metrics.csv. WRITES TO S:: phase_bug_impact_counterfactual.csv into 12_systems_neuroscience_summary/5min_based/audit_hmm_state_architecture/ (the PARENT audit dir, not the first_night_domain_heatmap subdir). Uses the shared exact classifier via source_mmm_helper('phase_classification_helpers.R') and re-applies a local copy of the old permissive matcher; not superseded. || MOVE_BREAKS: nothing functionally; the comment reference in manuscript/Fig1_behavior_candidates/build_fig1_candidates.R:278 becomes a stale path in the manuscript audit trail"
"Testing/audits/audit_stage09_stale_artifacts.R","data_dependent_audit","Testing/audit_stage09_stale_artifacts.R","Testing/audits/audit_stage09_stale_artifacts.R",TRUE,"none - manual forensic run; nothing sources it","none","yes","indirect","yes","Repo-root resolution: absolute setwd (line 8) + CWD-relative source (line 9) => depth-independent, SAFE. No self-path literal; the many 'Analysis/...' strings (lines 3, 25-37, 138-151) are descriptive tribble/comment text, NOT file reads, so nothing repo-relative is opened besides Analysis/_pipeline_setup.R after the setwd. READS S: heavily: 7 artifact families under <RFID>/analysis_ready (pipeline/09_early_prediction, three legacy 06_behavioral_dynamics/early_prediction trees, two legacy early_prediction_model_ladder mirrors) plus the quarantined snapshot root S:/.../RFID_snapshot_stage09_erroneous_active_plus_inactive_24h_20260827. WRITES TO S:: stage09_stale_artifact_audit.csv and stage09_downstream_consumer_audit.csv into audit_hmm_state_architecture/first_night_domain_heatmap/. Records one HIGH-risk finding relevant to manuscript reproducibility: Analysis/15_behavior_proteomics_integration.R:28 hard-codes a legacy 5-min early_behavior_features.csv with no resolver and no fallback, while canonical Stage 09 emits 10min only. Not superseded; unrelated to the first-night lineage despite sharing its output directory."
"Testing/audits/audit_step6_longitudinal_gapaware_robustness.R","data_dependent_audit","Testing/audit_step6_longitudinal_gapaware_robustness.R","Testing/audits/audit_step6_longitudinal_gapaware_robustness.R",TRUE,"none (manual: Rscript Testing/audit_step6_longitudinal_gapaware_robustness.R from repo root)","none","yes","indirect","yes","The one non-audit_hmm_* file in the assignment; it belongs with the HMM set by content (gap-aware longitudinal reassessment). Repo root via hardcoded absolute setwd at L6 + source('Analysis/_pipeline_setup.R') at L7, then source_mmm_helper('phase_classification_helpers.R') and ('hmm_stage14_helpers.R') at L8 - depth-independent. NOT CHAINED on any audit table: reads the SHIPPED gap-aware Viterbi labels hmm_state_assignments.csv under H (L10, L51) and the Stage 01 roster (L16), computing metrics within SequenceBlockID. PROJ/H/OUT all hardcoded absolute at L9-L11. Writes step6_longitudinal_gapaware_contrasts.csv (L77). git grep for 'audit_step6' returns zero hits outside the file itself."
"Testing/audits/compare_identity_correction_before_after.R","data_dependent_audit","Testing/compare_identity_correction_before_after.R","Testing/audits/compare_identity_correction_before_after.R",TRUE,"Rscript Testing/compare_identity_correction_before_after.R --baseline-root=<path> (self-executing audit, gated by the --file= main guard at lines 289-293); ALSO source()d as a function library by the portable test Testing/test_compare_identity_correction_driver.R:13","Testing/test_compare_identity_correction_driver.R:2 (comment), Testing/test_compare_identity_correction_driver.R:13 (LIVE source() call); Functions/identity_correction_comparison_helpers.R:6 (comment)","partial","yes","yes_with_reference_updates","DUAL ROLE, resolved definitively. As a LIBRARY it is portable: the guard `.identity_comparison_file_is_main` (lines 289-293) inspects commandArgs --file= and only auto-runs when the file itself is the Rscript entry point, so source()ing it does no work; the driver test exercises run_identity_correction_comparison() entirely against tempdir() fixtures. As an ENTRY POINT it is a data-dependent audit: needs S:/.../RFID plus a separately preserved pre-identity baseline root, and fails closed with no default. Depth safety: it source()s 'Analysis/_pipeline_setup.R' and 'Functions/identity_correction_comparison_helpers.R' CWD-relative, and its main guard matches on BASENAME regex - so moving it deeper breaks nothing internal. THE ONE THING THAT BREAKS: Testing/test_compare_identity_correction_driver.R:13 hardcodes source(""Testing/compare_identity_correction_before_after.R""). Implication for placement: moving the TEST into Testing/tests/ is harmless (that path is CWD-relative from the repo root, which is depth-independent), but moving THIS file requires editing that one line to ""Testing/audits/compare_identity_correction_before_after.R"". Do both moves in the SAME commit and re-run `Rscript Testing/tests/test_compare_identity_correction_driver.R` from the repo root to confirm the suite still passes. Zero-risk alternative if you want to touch nothing: leave this file at Testing/ root (KEEP) and only move the test. Manuscript-relevant: it produces the identity-correction before/after audit tables (Stage 03 + Stage 09) that document the correction for reviewers. Single commit 2026-08-26 - current, not legacy."
"Testing/audits/repair_existing_metrics_identity_utility.R","data_dependent_audit","Testing/repair_existing_metrics_identity_utility.R","Testing/audits/repair_existing_metrics_identity_utility.R",TRUE,"none - invoked by hand only; defines repair_existing_metrics_identity_for_testing() with ZERO callers repo-wide","Analysis/01_build_multiscale_behavior_metrics.R:27 (COMMENT POINTER ONLY, not a dependency)","partial","indirect","yes_with_reference_updates","RESOLVED: Analysis/01:27 is NOT an active dependency. Lines 20-27 of Analysis/01 are prose ('A forensic/testing-only single-file repair helper (never equivalent to a full rebuild) lives in Testing/repair_existing_metrics_identity_utility.R'); Analysis/01's only source() is line 60 source(.pipeline_setup). This file's own header confirms it: 'never invoked automatically by any Analysis/ script' and 'Unlike the removed production code path, this helper never calls quit()'. git grep of the function name returns only its own definition (line 42). It has no auto-run block at all - pure function definition. So the move is code-safe; only the Analysis/01:27 doc pointer needs the new path. Data dependence is partial: source()ing it needs only Analysis/_pipeline_setup.R (CWD-relative, and _pipeline_setup does not touch S: at source time), but calling the function rewrites a real all_behavior_metrics.csv IN PLACE. Belongs in audits/ rather than legacy/: single commit 2026-08-26, current, and Analysis/01's documented recovery narrative depends on the pointer staying accurate. Do NOT put it in tests/ - it is destructive and portable-suite-hostile."
"Testing/audits/test_animal_identity_contract.R","data_dependent_audit","Testing/test_animal_identity_contract.R","Testing/audits/test_animal_identity_contract.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_animal_identity_contract.R` from the repo root, and only succeeds because the S: drive is currently mounted (I confirmed all_behavior_metrics.csv is present).","none","yes","yes","yes","NOT TRULY PORTABLE - this is the clearest exception in the set. Line 14 hardcodes base_dir = S:/Lab_Member/.../Behavior/RFID and line 16 calls read_csv(metrics_path) with NO file.exists guard and no tryCatch; line 41 does a second unguarded read of raw_movement_animal_level_endpoints.csv via behavior_stage_dir(). Without S: it dies at line 16. Only lines 10-12 (the canonical_animal_id vector contract) are portable. It asserts manuscript-facing identity facts directly on the shipped data (animal 3 = Male/RES, animal 4 = Male/SUS, one Group and one Sex per AnimalNum, no duplicate overall_by_phase endpoints), hence manuscript_relevant = yes. Root resolution is `source(""Analysis/_pipeline_setup.R"")` (line 8), CWD-relative + parent-walking - moving it is mechanically harmless. DESTINATION RATIONALE: I deviate from Testing/tests/ because grouping it with the portable suite would make any future 'run the tests' runner fail on a machine without S:. If you prefer name-based grouping, Testing/tests/ works mechanically, but the file must then be excluded from any portable-suite manifest. Note its guarded near-equivalent already exists in test_stage19_identity_and_stage06_schema.R. || MOVE_BREAKS: nothing (the S: dependency is a pre-existing runtime requirement, unaffected by location)"
"Testing/audits/test_reporting_architecture.R","data_dependent_audit","Testing/test_reporting_architecture.R","Testing/audits/test_reporting_architecture.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_reporting_architecture.R` from the repo root, and only succeeds because S: is currently mounted (I confirmed all 9 required manuscript artifacts exist).","none","yes","yes","yes","NOT TRULY PORTABLE, and the most data-bound file in the set. Line 11 hardcodes the S: base_dir; line 25 is a hard `stopifnot(all(file.exists(required_artifacts)))` over nine manuscript artifacts (Behavioral_Source_Data.xlsx, primary_results.csv, supplementary_results.csv, animal_level_source_data.csv, prediction_source_data.csv, movement_phase_source_data.csv, provenance.csv, validation.csv, manifest.csv), so it fail-closes immediately without S:. It then reads every one of them, recomputes the source-data lineage from provenance.csv and asserts all.equal() at 1e-12, checks manifest SHA-256 coverage, validation$status all PASS, nrow(primary) == 10, and unzips the workbook to assert no formulas/error cells/drawings/VBA. Only the middle tempdir() section (lines 34-59, path-grammar and resolve_behavior_artifact precedence) is portable. This is the direct manuscript-artifact contract, so manuscript_relevant = yes. Root resolution `source(""Analysis/_pipeline_setup.R"")` (line 9) is depth-robust; same destination rationale as test_animal_identity_contract.R. || MOVE_BREAKS: nothing (the S: dependency is a pre-existing runtime requirement, unaffected by location)"
"Testing/audits/validate_cross_scale_animal_identity.R","data_dependent_audit","Testing/validate_cross_scale_animal_identity.R","Testing/audits/validate_cross_scale_animal_identity.R",TRUE,"Rscript Testing/validate_cross_scale_animal_identity.R (self-executing via the --file= main guard at lines 152-161)","Functions/animal_identity_invariants_helpers.R:6 (comment)","yes","yes","yes","RESOLVED BY THE FILE ITSELF - it is a data-dependent audit, NOT a portable test. Header line 2: '(S: DRIVE REQUIRED)'. Lines 22-25: 'This script requires the S: drive and real pipeline outputs; it is NOT part of the portable contract-test suite. The pure invariant-checking logic it calls into (Functions/animal_identity_invariants_helpers.R) is covered separately by Testing/test_animal_identity_invariants_engine.R using tempdir()/in-memory fixtures.' Confirmed by the code: defaults read S:/.../RFID/analysis_ready/03_derived_metrics/{10sec,1min,5min,10min,30min,phase}_based/all_behavior_metrics.csv (verified present on the drive), S:/.../Analysis/sus_animals.csv + con_animals.csv, and S:/.../RFID/MMMSociability/preprocessed_data (data-path 'MMMSociability' - never rename), and it stop()s if no derived-metrics outputs are found. Move safety is clean: source()s are CWD-relative ('Analysis/_pipeline_setup.R', 'Functions/animal_identity_invariants_helpers.R') and the guard `.cross_scale_identity_file_is_main` matches on BASENAME regex, so nothing breaks at any depth. The only inbound reference is a prose comment in Functions/animal_identity_invariants_helpers.R:6 - update for tidiness, not correctness. Manuscript-relevant: writes the cross-scale identity validation report backing the post-correction identity claims. Single commit 2026-08-26."
"Testing/legacy/check_behavioral_dynamics_structure.R","legacy","Testing/check_behavioral_dynamics_structure.R","Testing/legacy/check_behavioral_dynamics_structure.R",TRUE,"none (both callers are themselves dead: Testing/run_behavioral_dynamics_pipeline.R:20 and Testing/run_full_systems_behavior_pipeline.R:2)","Testing/run_behavioral_dynamics_pipeline.R:20; Testing/run_full_systems_behavior_pipeline.R:2","yes","no","yes_with_reference_updates","NOT classified legacy from the filename - from evidence. (1) Its only two consumers are the two dead pipeline runners below. (2) Its header names Analysis/06_burstiness_temporal_instability.R, 07_behavioral_state_space.R, 08_early_prediction_models.R, 09_dynamic_social_networks.R, 10_hmm_behavioral_states.R, 11_gamm_trajectory_features.R and 'Run Analysis/03_build_multiscale_behavior_metrics.R first' - ALL EIGHT of those filenames were verified MISSING from Analysis/ (pre-renumbering names). (3) Its input is the CWD-relative 'analysis_ready/03_derived_metrics/5min_based/all_behavior_metrics.csv'; the repo's analysis_ready/ contains only an EMPTY 00_structure_checks/5min_based/ (created 2026-09-02), while the real data lives at S:/.../RFID/analysis_ready/03_derived_metrics/ (verified present). Since it source()s 'Functions/behavioral_dynamics_helpers.R' CWD-relative, CWD must be the repo root, so its hardcoded relative input can NEVER resolve - it is non-functional as written, predating the getOption('mmm.derived_metrics_dir') convention used by Analysis/01. The code itself is intact (ensure_dir/write_table/read_behavior_table/standardize_behavior_columns all exist in Functions/behavioral_dynamics_helpers.R), so reviving it would only need the input root re-pointed - but that is a code change, out of scope for a no-science-change restructure. The QC role is now Analysis/00_qc_tracking_integrity.R. Move it together with its two runners so the 'Testing/check_behavioral_dynamics_structure.R' strings in them stay consistent (they are dead either way). Also note it WRITES into the git working tree (analysis_ready/00_structure_checks/) - separate hygiene issue."
"Testing/legacy/correlate_activity_physiology.R","legacy","Testing/correlate_activity_physiology.R","Testing/legacy/correlate_activity_physiology.R",TRUE,"none","none","yes","no","yes","994 lines, single commit 2026-05-06. ZERO grep hits. Internal header still carries a different filename ('correlate_gamm_auc_CombZ_two_auc_files_nature_FIXED_SCALES_PADDED.R'), a hallmark of an ad-hoc copied one-off. Consumes S:/.../RFID/statistics/gamm_new/analyses/gamm/tables/auc_individual_animals_*.csv (legacy GAMM output, not a current analysis_ready/pipeline artifact) plus S:/.../SIS_Analysis/E9_Behavior_Data.xlsx. The live equivalents are Analysis/07_gamm_trajectory_features.R and Analysis/14/15. No repo-relative source()."
"Testing/legacy/E9_SIS_AnimalPos-analyzing-shannon v.1.0.2.r","legacy","Testing/E9_SIS_AnimalPos-analyzing-shannon v.1.0.2.r","Testing/legacy/E9_SIS_AnimalPos-analyzing-shannon v.1.0.2.r",TRUE,"none","none","yes","indirect","yes","3365 lines, 2 commits, 2026-05-06 -> 2026-06-30. ZERO grep hits for the exact filename. Decisive context: its predecessors 'E9_SIS_AnimalPos-analyzing-shannon v.1.0.0.r' and 'v.1.0.1.r' ALREADY live in Analysis/_archive/legacy_deprecated/, and README_archive.md classes that whole family as legacy. Testing/ is simply holding the newest member of an already-archived family. Marked indirect (not 'no') only because 03b_multiscale_metric_validation_notes.md cites the sibling v.1.0.1 as the Shannon-entropy definition provenance for Analysis/01; v.1.0.2 itself is cited nowhere. All paths absolute on S: (working_directory, raw_data_dir, preprocessed_data_dir, custom_functions_path)."
"Testing/legacy/E9_SIS_AnimalPos-analyzing 2.0.0.R","legacy","Testing/E9_SIS_AnimalPos-analyzing 2.0.0.R","Testing/legacy/E9_SIS_AnimalPos-analyzing 2.0.0.R",TRUE,"none","none","yes","no","yes","git grep of the exact filename returns ZERO hits repo-wide. 293-line stripped variant of the v.2.0.0 analyzer (2 commits, 2025-10-22 -> 2025-11-11). All I/O is absolute on the data drive: working_directory = S:/Lab_Member/Tobi/.../RFID/MMMSociability, source(paste0(working_directory, '/E9_SIS_AnimalPos-functions.R')) (that S: file EXISTS - verified), reads S:/.../MMMSociability/preprocessed_data/*_preprocessed.csv. No repo-relative source() at all, so depth is irrelevant. Superseded by Analysis/01_build_multiscale_behavior_metrics.R. NOTE: the 'MMMSociability' inside these S: paths is the DATA directory, not repo identity - must never be rewritten."
"Testing/legacy/E9_SIS_AnimalPos-analyzing v.2.0.0.R","legacy","Testing/E9_SIS_AnimalPos-analyzing v.2.0.0.R","Testing/legacy/E9_SIS_AnimalPos-analyzing v.2.0.0.R",TRUE,"none","Analysis/_archive/03b_multiscale_metric_validation_notes.md:9 (doc-only provenance citation)","yes","indirect","yes_with_reference_updates","1324 lines, 17 commits, 2024-08-28 -> 2026-05-16. Not executed by anything. Its ONE inbound reference is Analysis/_archive/03b_multiscale_metric_validation_notes.md:9, which lists it under 'Checked legacy sources' used to validate that Analysis/01 preserves the legacy Movement/Proximity/Entropy definitions -> that is manuscript-adjacent PROVENANCE, hence indirect, and that .md line must be updated on move. Lines 68-74 build function_file_candidates; candidates 1-2 (S:/.../MMMSociability/Testing/... and /Functions/...) were verified MISSING on the drive, candidate 3 (S:/.../MMMSociability/E9_SIS_AnimalPos-functions.R) EXISTS and wins, so the repo-relative fallback at line 73 ('Testing/E9_SIS_AnimalPos-functions v.2.0.0.R') is never reached while S: is mounted. Still update line 73 to the new path when moving: if S: is ever absent the list would silently fall through to Functions/E9_SIS_AnimalPos-functions.R, which is a DIFFERENT file (2256 vs 1833 lines)."
"Testing/legacy/E9_SIS_AnimalPos-functions v.2.0.0.R","legacy","Testing/E9_SIS_AnimalPos-functions v.2.0.0.R","Testing/legacy/E9_SIS_AnimalPos-functions v.2.0.0.R",TRUE,"none","Testing/E9_SIS_AnimalPos-analyzing v.2.0.0.R:70; Testing/E9_SIS_AnimalPos-analyzing v.2.0.0.R:73","no","indirect","yes_with_reference_updates","Pure function-definition file (2256 lines), no I/O at source() time, 16 commits 2024-08-28 -> 2026-05-16. Its ONLY consumer is the v.2.0.0 analyzer above, so the two MUST move together. NOT a duplicate of Functions/E9_SIS_AnimalPos-functions.R - diff confirms they differ (2256 vs 1833 lines), so it cannot simply be deleted in favour of the Functions/ copy without changing behaviour of the legacy analyzer. Move as a pair and update the analyzer's line 73 candidate path."
"Testing/legacy/lme v.3.1.2.r","legacy","Testing/lme v.3.1.2.r","Testing/legacy/lme v.3.1.2.r",TRUE,"none","none","yes","no","yes","2453 lines, 6 commits, 2025-10-23 -> 2026-05-13. ZERO grep hits. Sibling 'lme v.3.1.1.r' is ALREADY in Analysis/_archive/legacy_deprecated/, and README_archive.md documents 'legacy_deprecated/lme v.*: Legacy LME scripts from the deprecated folder.' Reads S:/.../MMMSociability/processed_data/data_lme_format/data_filtered_agg.csv (a legacy Formatting/E9_SIS_lme_data_formatting.r product, not a current pipeline artifact) and writes S:/.../MMMSociability/statistics/lme/. Superseded by Analysis/03_primary_raw_movement_phase_stats.R + Analysis/04/07. No repo-relative source() -> depth-independent."
"Testing/legacy/prediction_analysis.r","legacy","Testing/prediction_analysis.r","Testing/legacy/prediction_analysis.r",TRUE,"none","none","yes","no","yes","121 lines, single commit 2026-05-06. ZERO grep hits. Reads the legacy S:/.../MMMSociability/processed_data/data_lme_format/data_filtered_agg.csv and writes S:/.../MMMSociability/statistics/prediction/. Functionally superseded by Analysis/09_early_prediction_model_ladder.R, which Analysis/_archive/README_archive.md explicitly names as 'the primary, reviewer-safe' replacement for the older prediction layer. Not in run_all_analysis.R. No repo-relative source()."
"Testing/legacy/run_behavioral_dynamics_pipeline.R","legacy","Testing/run_behavioral_dynamics_pipeline.R","Testing/legacy/run_behavioral_dynamics_pipeline.R",TRUE,"none","none","yes","no","yes","DEFINITIVELY SUPERSEDED BY Analysis/run_all_analysis.R - verified by comparing stage lists. Its scripts_to_run (lines 19-24) is: Testing/check_behavioral_dynamics_structure.R, Analysis/06_burstiness_temporal_instability.R, Analysis/07_behavioral_state_space.R, Analysis/08_early_prediction_models.R. I file-tested each: ALL THREE Analysis/ targets are MISSING (they are pre-renumbering names; 08_early_prediction_models.R survives only in Analysis/_archive/, which README_archive.md marks 'Superseded by the primary, reviewer-safe 09_early_prediction_model_ladder.R'). So this runner is already broken - it would report FAILED for every stage. run_all_analysis.R instead declares 17 stages (00-15) with env-gated optionals (RUN_OPTIONAL_HMM, RUN_SYSTEMS_EXTENSION, RUN_BEHAVIOR_PROTEOMICS) and sources _pipeline_setup.R; this runner sources no setup and writes its status CSV into the git working tree (analysis_ready/06_behavioral_dynamics/). Zero inbound references. Single commit 2026-05-10. Paths are CWD-relative so the move itself is depth-independent."
"Testing/legacy/run_full_systems_behavior_pipeline.R","legacy","Testing/run_full_systems_behavior_pipeline.R","Testing/legacy/run_full_systems_behavior_pipeline.R",TRUE,"none","none","yes","no","yes","Same verdict, stronger. 60 lines, no header comment at all, 2 commits 2026-05-10. Its scripts_to_run (lines 1-10) adds Analysis/09_dynamic_social_networks.R, 10_hmm_behavioral_states.R, 11_gamm_trajectory_features.R, 12_behavior_proteomics_integration.R - I file-tested all seven Analysis/ targets and EVERY ONE IS MISSING under those names (current equivalents are 04/05/06/07/08/09/15 after renumbering). Superseded by Analysis/run_all_analysis.R, which covers the same scientific span plus stages 11-15 and gates the optional HMM/proteomics stages. Zero inbound references; also writes its status CSV into the git working tree. CWD-relative paths -> move is depth-independent."
"Testing/legacy/sociability_lme v.1.0.2.r","legacy","Testing/sociability_lme v.1.0.2.r","Testing/legacy/sociability_lme v.1.0.2.r",TRUE,"none","none","yes","no","yes","9031 lines, single commit 2026-05-04. ZERO grep hits. Siblings 'sociability_lme v.1.0.0.r' and 'v.1.0.1.r' are ALREADY in Analysis/_archive/legacy_deprecated/ under the README_archive rule 'legacy_deprecated/sociability_lme v.*'. Reads the same legacy data_filtered_agg.csv plus S:/.../BatchAnalysis/... and S:/.../sus_animals.csv; writes S:/.../RFID/statistics/ - the same tree whose gamm/ tables Testing/correlate_activity_physiology.R consumes, i.e. this pair forms a self-contained legacy GAMM/LME side-branch outside run_all_analysis.R. No repo-relative source()."
"Testing/tests/test_animal_identity_invariants_engine.R","portable_test","Testing/test_animal_identity_invariants_engine.R","Testing/tests/test_animal_identity_invariants_engine.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_animal_identity_invariants_engine.R` from the repo root.","Testing/validate_cross_scale_animal_identity.R:24 (plain header comment, not written to any output)","no","indirect","yes_with_reference_updates","Root resolution: two CWD-relative sources - `source(""Analysis/_pipeline_setup.R"")` (lines 10 AND 118, it re-sources mid-file) plus `source(""Functions/animal_identity_invariants_helpers.R"")` (line 11). All CWD-relative => depth-independent. Pure in-memory make_scale() tibbles; grep found zero S:/read_csv/list.files. Note the companion Testing/validate_cross_scale_animal_identity.R explicitly documents itself as the S:-requiring sibling and names this file as 'the portable contract-test suite' counterpart - that comment is worth keeping accurate; I verified it is a comment only, never written to disk. || MOVE_BREAKS: nothing at runtime; only the stale comment path in validate_cross_scale_animal_identity.R:24"
"Testing/tests/test_animalpos_preprocessing_helpers.R","portable_test","Testing/test_animalpos_preprocessing_helpers.R","Testing/tests/test_animalpos_preprocessing_helpers.R",TRUE,"none - no test runner, no CI, no .Rprofile exists in the repo. Invoked manually as `Rscript Testing/test_animalpos_preprocessing_helpers.R` from the repo root.","none","no","indirect","yes","Root resolution: the ONLY path dependency is `source(""Functions/animalpos_preprocessing_helpers.R"")` at line 5 - CWD-relative, no _pipeline_setup.R, no setwd. Depth-independent: it resolves against the invocation CWD (repo root), not the script location, so moving the file one level deeper is a no-op. Header self-declares 'Pure in-memory; no S: drive access required' and the code confirms it (sub-second timestamp parsing, interval splitting on in-line fixtures). Zero repo-wide references."
"Testing/tests/test_canonical_animal_id.R","portable_test","Testing/test_canonical_animal_id.R","Testing/tests/test_canonical_animal_id.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_canonical_animal_id.R` from the repo root.","none","no","indirect","yes","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 10), CWD-relative; _pipeline_setup then sets MMM_REPO_ROOT via the parent-walking find_mmm_repo_root(), which is depth-robust. Doubly safe. Pure in-memory vectors testing the canonical_animal_id() contract (zero-stripping, whitespace, OR/OQ prefixes, large-RFID-string precision). The only 'RFID' grep hits are in comment/test-label text, not paths. Zero repo-wide references."
"Testing/tests/test_compare_identity_correction_driver.R","portable_test","Testing/test_compare_identity_correction_driver.R","Testing/tests/test_compare_identity_correction_driver.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_compare_identity_correction_driver.R` from the repo root.","none","no","indirect","yes","Root resolution: it does NOT source _pipeline_setup.R. Its one dependency is `source(""Testing/compare_identity_correction_before_after.R"")` (line 13) - a CWD-relative path to a SIBLING file inside Testing/. Because it is CWD-relative (resolved from the repo root), moving THIS file into Testing/tests/ does not affect it. IMPORTANT COUPLING: the path is hardcoded as 'Testing/...', so if Testing/compare_identity_correction_before_after.R is itself relocated in the same restructure, this line must be updated in lockstep. Also note lines 11-12 deliberately clear MMM_IDENTITY_BASELINE_ROOT / options(mmm.identity_baseline_root) to force the fail-closed path. All fixtures under tempdir(); test 4 explicitly asserts outputs land outside getwd(). || MOVE_BREAKS: nothing on its own; but a coordinated move of Testing/compare_identity_correction_before_after.R would break the hardcoded source() at line 13"
"Testing/tests/test_downstream_boundary_and_gap_contract.R","portable_test","Testing/test_downstream_boundary_and_gap_contract.R","Testing/tests/test_downstream_boundary_and_gap_contract.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_downstream_boundary_and_gap_contract.R` from the repo root.","none","no","indirect","yes","Root resolution: `repo <- Sys.getenv(""MMM_REPO_DIR"", unset = ""C:/Users/topohl/Documents/GitHub/MMMSociability""); setwd(repo)` (lines 30-31), then sources Functions/animalpos_preprocessing_helpers.R via file.path(repo, ...) - fully ABSOLUTE, therefore completely independent of the script's own location. The later load_defs(""Analysis/02_build_dyadic_rfid_contacts.R"") and ""Analysis/19_spatial_occupancy_maps.R"" are relative but evaluated AFTER setwd(repo), so they are safe too. Note the default in Sys.getenv is the local CLONE DIRECTORY path (…/GitHub/MMMSociability), a repo-identity reference, distinct from the S: data root. No local data read: the analysis scripts are only PARSED and selected top-level defs evaluated; all fixtures are in-line intervals."
